TestDataID,Rating
473,3.34438
474,4.09589
475,3.55216
476,3.28962
477,3.98743
478,2.49816
479,3.51104
480,3.16139
481,3.53673
482,3.8814
483,4.49549
484,4.76324
485,5.00753
486,3.88422
487,4.33809
488,4.22202
489,3.72275
490,3.15143
491,4.27948
492,3.75551
493,4.10806
494,3.87385
495,3.05975
496,3.35064
497,3.92835
498,2.60504
499,2.77917
500,4.02472
501,4.4592
502,4.00171
503,3.65866
504,4.28159
505,3.91716
506,3.57317
507,4.35174
508,4.3242
509,4.06406
510,3.5953
511,4.62941
512,4.22617
513,4.12384
514,4.18824
515,4.11855
516,3.80685
517,4.36937
518,3.95601
519,4.92545
520,3.42637
521,3.86417
522,4.26293
523,3.94082
524,3.61046
525,3.5598
526,3.68624
527,4.36479
528,4.24311
529,4.69709
530,3.94283
531,4.02447
532,4.59122
533,4.15324
534,4.2587
535,3.754
536,3.29506
537,1.48943
538,4.52167
539,3.78531
540,3.70753
541,3.71347
542,4.16707
543,3.21741
544,2.46325
545,1.77641
546,3.34335
547,3.53435
548,2.95816
549,3.20829
550,2.6539
551,3.51009
552,1.79755
553,3.779
554,1.56627
555,4.24502
556,3.45078
557,4.1759
558,3.952
559,3.61285
560,3.98263
561,3.84318
562,2.16154
563,3.362
564,3.67014
565,3.84839
566,3.79766
567,4.48831
568,3.87033
569,3.26917
570,3.86963
571,4.19604
572,3.29626
573,4.1227
574,3.17812
575,4.09008
576,3.98735
577,3.63756
578,3.88291
579,4.03435
580,2.8849
581,4.6087
582,3.78875
583,3.93112
584,3.68578
585,4.1055
586,3.70449
587,3.92066
588,3.2767
589,4.01058
590,3.67613
591,3.76413
592,4.36741
593,3.57266
594,3.39793
595,3.57383
596,4.66043
597,4.32697
598,3.64295
599,3.75441
600,3.25653
601,4.61828
602,3.6498
603,3.45966
604,3.47945
605,2.89456
606,3.76392
607,3.90143
608,4.10934
609,2.79378
610,3.95803
611,4.47344
612,3.60993
613,3.85442
614,2.71243
615,2.47714
616,3.31531
617,3.19751
618,3.4495
619,3.34232
620,3.91074
621,2.82627
622,2.90188
623,2.76482
624,2.99853
625,3.17541
626,2.45992
627,3.34835
628,2.13144
629,3.6919
630,3.3312
631,3.22485
632,3.21091
633,2.5896
634,3.30322
635,1.90331
636,3.41294
637,3.51354
638,3.28601
639,3.0676
640,3.4912
641,2.90246
642,3.49233
643,3.29703
644,3.83329
645,4.64305
646,4.12044
647,4.58631
648,4.00722
649,2.72228
650,3.53544
651,3.07888
652,2.89983
653,2.84263
654,3.57052
655,3.5689
656,3.31614
657,3.75854
658,2.73726
659,2.37477
660,3.31423
661,3.86058
662,3.6894
663,3.70876
664,2.73498
665,3.86272
666,2.91167
667,3.33463
668,2.94812
669,3.03079
670,3.01904
671,3.83137
672,3.5609
673,3.06231
674,2.88355
675,2.32854
676,2.60141
677,3.01156
678,2.48392
679,3.52765
680,2.80054
681,1.9255
682,2.87431
683,2.77989
684,3.6383
685,2.72263
686,2.82316
687,2.16082
688,2.18865
689,2.42198
690,2.16857
691,3.53536
692,3.69523
693,3.21985
694,3.73401
695,3.0841
696,3.26895
697,3.16099
698,3.38468
699,3.75601
700,4.09522
701,2.15383
702,3.0965
703,4.08419
704,3.45102
705,3.81062
706,3.24592
707,4.1489
708,2.96234
709,3.75546
710,2.97616
711,3.74629
712,4.25591
713,3.86247
714,3.41089
715,3.17374
716,3.0012
717,1.89814
718,1.89606
719,3.49094
720,3.88737
721,4.4297
722,3.48915
723,3.8734
724,3.31538
725,3.96631
726,2.94672
727,3.41877
728,4.47193
729,2.77317
730,3.56774
731,3.72189
732,3.99787
733,3.97957
734,4.31621
735,5.25393
736,4.4781
737,4.56755
738,4.20711
739,4.54601
740,4.10393
741,4.25014
742,3.719
743,3.09582
744,5.00633
745,4.06928
746,4.3614
747,5.16836
748,3.99572
749,4.20934
750,4.81993
751,4.30812
752,4.05377
753,2.96636
754,4.80479
755,3.73849
756,4.3615
757,3.0281
758,4.28781
759,3.91536
760,4.73025
761,3.978
762,3.73283
763,4.39703
764,4.24085
765,4.21302
766,4.52556
767,4.57107
768,2.99135
769,4.87674
770,3.95182
771,2.87805
772,4.44104
773,4.61317
774,4.48246
775,3.86547
776,4.64673
777,3.0985
778,4.00409
779,4.4643
780,4.71671
781,4.21655
782,3.09388
783,4.58749
784,3.99106
785,4.15841
786,4.50795
787,4.4548
788,5.07456
789,5.23995
790,3.45793
791,3.56552
792,4.51533
793,5.22998
794,4.65257
795,4.68895
796,4.91721
797,5.02458
798,4.06378
799,4.73656
800,4.44984
801,3.94977
802,4.30036
803,4.35105
804,4.45602
805,4.21101
806,3.39341
807,1.50243
808,4.25648
809,2.28671
810,3.68301
811,3.66786
812,2.10078
813,4.46756
814,4.85912
815,4.61273
816,4.28069
817,4.93397
818,4.15048
819,3.44651
820,3.88541
821,4.57651
822,3.3078
823,3.61908
824,4.1228
825,4.41894
826,4.46217
827,3.076
828,4.37802
829,4.27974
830,4.3746
831,2.4239
832,3.7229
833,4.05298
834,3.84563
835,2.9124
836,4.40494
837,3.2386
838,4.11839
839,4.2939
840,3.00425
841,4.26793
842,2.56458
843,3.7149
844,4.71578
845,4.4133
846,4.27591
847,3.90193
848,2.86619
849,2.70179
850,3.8112
851,3.93115
852,4.24734
853,4.65331
854,3.25615
855,4.85556
856,4.98727
857,4.93585
858,5.18153
859,4.70656
860,3.26815
861,2.97786
862,3.79136
863,3.45806
864,3.67242
865,3.06771
866,3.94756
867,3.7102
868,3.57774
869,1.85617
870,3.57929
871,3.81522
872,3.80496
873,2.8664
874,3.95029
875,3.69343
876,3.74371
877,3.7696
878,3.00741
879,4.07819
880,3.85068
881,3.36691
882,3.44563
883,4.13182
884,3.3455
885,3.61299
886,3.29983
887,2.86998
888,3.04991
889,3.81991
890,3.90685
891,2.61233
892,3.21216
893,3.83269
894,2.88777
895,3.72203
896,4.23596
897,3.48009
898,2.54411
899,3.44273
900,3.89283
901,4.23801
902,4.25106
903,3.47341
904,3.07803
905,3.28914
906,4.1958
907,3.69006
908,4.22611
909,3.99419
910,3.50202
911,3.73538
912,4.13065
913,3.22929
914,3.20499
915,3.6107
916,2.69409
917,2.443
918,3.44843
919,2.70263
920,3.19538
921,4.08833
922,3.86977
923,3.56142
924,3.79494
925,3.92605
926,4.03768
927,3.56436
928,3.12044
929,3.36482
930,3.45726
931,3.89439
932,3.3557
933,3.744
934,2.38211
935,4.04301
936,4.08896
937,4.17828
938,3.69078
939,3.66684
940,3.80105
941,4.12005
942,2.49892
943,3.65287
944,3.77112
945,4.02649
946,2.32673
947,1.8532
948,2.72982
949,4.19041
950,2.44517
951,3.9794
952,4.26728
953,4.63396
954,4.69687
955,3.94325
956,4.652
957,4.78381
958,4.72883
959,4.81231
960,4.55786
961,4.31426
962,4.06462
963,4.76953
964,5.00647
965,4.87683
966,4.45773
967,4.77002
968,4.0405
969,4.51806
970,3.99793
971,4.30303
972,3.33807
973,4.21953
974,5.03272
975,2.87891
976,3.6434
977,3.4651
978,3.39742
979,4.41138
980,4.2255
981,4.23721
982,3.87697
983,3.57227
984,3.44142
985,3.77806
986,2.85758
987,2.464
988,3.93672
989,4.15302
990,3.81972
991,3.51838
992,3.54232
993,1.76613
994,1.67415
995,3.33094
996,3.258
997,2.39623
998,3.60668
999,3.36858
1000,2.46738
1001,4.15208
1002,2.55012
1003,2.42786
1004,3.75175
1005,4.37324
1006,3.14008
1007,3.14243
1008,3.47409
1009,3.3094
1010,4.52985
1011,4.52083
1012,4.56329
1013,3.76292
1014,3.575
1015,4.45203
1016,3.85899
1017,3.57309
1018,3.86151
1019,3.62278
1020,4.93584
1021,4.24391
1022,4.88485
1023,4.1861
1024,4.1656
1025,4.32413
1026,3.96248
1027,3.48219
1028,3.31603
1029,4.14471
1030,4.33483
1031,4.19238
1032,4.97158
1033,3.9282
1034,3.53319
1035,3.5258
1036,4.69773
1037,4.60113
1038,4.22358
1039,4.80636
1040,3.01145
1041,3.84843
1042,4.81752
1043,4.68327
1044,2.59324
1045,2.63726
1046,3.35068
1047,4.30415
1048,3.5784
1049,2.85514
1050,3.20238
1051,3.88943
1052,3.59954
1053,3.26045
1054,4.04901
1055,3.90468
1056,3.01677
1057,3.53895
1058,3.55439
1059,3.79386
1060,4.29913
1061,3.74637
1062,2.88539
1063,3.5832
1064,3.70886
1065,2.75148
1066,3.59841
1067,3.71512
1068,3.30799
1069,4.34904
1070,4.48634
1071,3.41309
1072,4.67368
1073,4.56519
1074,4.67868
1075,4.46144
1076,3.52984
1077,4.32252
1078,2.11772
1079,4.24462
1080,4.07552
1081,3.92295
1082,3.68147
1083,4.67563
1084,4.52554
1085,3.72348
1086,3.87556
1087,3.44737
1088,4.36377
1089,2.0797
1090,3.38212
1091,3.2148
1092,1.51571
1093,3.66361
1094,2.48645
1095,3.2702
1096,4.38895
1097,2.99111
1098,3.37372
1099,3.99504
1100,4.40711
1101,2.99052
1102,3.68348
1103,2.94977
1104,3.48205
1105,3.17618
1106,3.85475
1107,2.06345
1108,2.53209
1109,3.83345
1110,4.32912
1111,4.52645
1112,3.97316
1113,3.96251
1114,4.49518
1115,4.64129
1116,3.55375
1117,3.78245
1118,3.46453
1119,1.49614
1120,4.5681
1121,4.92889
1122,3.50938
1123,4.17242
1124,4.9807
1125,3.97133
1126,2.86485
1127,3.87986
1128,2.96257
1129,3.90993
1130,3.77333
1131,3.98657
1132,3.38881
1133,2.79437
1134,3.7756
1135,3.17183
1136,2.55422
1137,3.85414
1138,3.78141
1139,2.98891
1140,3.76054
1141,3.2365
1142,2.95773
1143,3.30552
1144,3.67463
1145,3.81262
1146,3.14574
1147,3.6177
1148,3.18367
1149,3.24972
1150,3.46078
1151,2.84649
1152,3.64163
1153,4.25148
1154,3.08393
1155,4.48985
1156,4.66427
1157,5.06612
1158,3.39203
1159,3.69146
1160,3.39543
1161,2.38772
1162,4.08473
1163,1.97255
1164,3.2688
1165,3.16335
1166,2.29036
1167,3.26855
1168,2.78006
1169,3.62773
1170,2.66219
1171,2.55776
1172,3.15819
1173,1.75649
1174,2.69702
1175,2.33423
1176,2.626
1177,2.19055
1178,3.43526
1179,2.40287
1180,3.72826
1181,3.24024
1182,2.93975
1183,2.41997
1184,2.80955
1185,3.89592
1186,2.38515
1187,2.26481
1188,2.75875
1189,3.50373
1190,2.36183
1191,2.83729
1192,3.04568
1193,3.36532
1194,1.70002
1195,3.20287
1196,3.61817
1197,3.41506
1198,2.87341
1199,3.52683
1200,1.87899
1201,2.85501
1202,1.52651
1203,2.19474
1204,3.0681
1205,3.38235
1206,2.62165
1207,3.51819
1208,3.89976
1209,3.09956
1210,3.37886
1211,3.38489
1212,4.48251
1213,3.76205
1214,3.58793
1215,3.38745
1216,3.49133
1217,3.88421
1218,4.32349
1219,3.50688
1220,4.09875
1221,2.30145
1222,3.95246
1223,3.71844
1224,3.6879
1225,3.8394
1226,3.30817
1227,3.59328
1228,3.82916
1229,3.37958
1230,3.23083
1231,3.17343
1232,4.38338
1233,4.25264
1234,4.51219
1235,4.53292
1236,4.57811
1237,4.30694
1238,4.05018
1239,4.84993
1240,4.96801
1241,4.5756
1242,3.70823
1243,4.83709
1244,3.91186
1245,4.37375
1246,4.45247
1247,4.74103
1248,4.41583
1249,4.53893
1250,4.40353
1251,4.21316
1252,2.95944
1253,3.28787
1254,3.45895
1255,3.87259
1256,3.56776
1257,2.5631
1258,1.89181
1259,2.51699
1260,3.65443
1261,3.67332
1262,2.74822
1263,3.62821
1264,1.80833
1265,2.6784
1266,3.50273
1267,2.40152
1268,3.90325
1269,3.58867
1270,5.00569
1271,4.3924
1272,4.79545
1273,4.92743
1274,4.11322
1275,4.63949
1276,4.31014
1277,4.66802
1278,4.62791
1279,5.00784
1280,4.80397
1281,4.12168
1282,2.21705
1283,2.49326
1284,3.6727
1285,4.19698
1286,1.81782
1287,2.25697
1288,2.30087
1289,2.31746
1290,2.89441
1291,2.3057
1292,3.45086
1293,3.44859
1294,3.38677
1295,5.10264
1296,5.0304
1297,4.2167
1298,4.8862
1299,4.91626
1300,4.21667
1301,3.08203
1302,4.07789
1303,4.03515
1304,4.17358
1305,4.84351
1306,3.24645
1307,4.97654
1308,3.76568
1309,2.91375
1310,3.65232
1311,4.39541
1312,4.72054
1313,3.35404
1314,4.76201
1315,3.73635
1316,4.0974
1317,4.61688
1318,4.05805
1319,3.84894
1320,3.80231
1321,3.88113
1322,3.88456
1323,3.86296
1324,4.01802
1325,4.50485
1326,4.06367
1327,4.24225
1328,3.50111
1329,3.7457
1330,3.44072
1331,3.50975
1332,3.71417
1333,4.02459
1334,3.45676
1335,2.33186
1336,4.40655
1337,3.79684
1338,4.32632
1339,4.38311
1340,4.00373
1341,4.11839
1342,2.63402
1343,4.10069
1344,3.65408
1345,3.85921
1346,4.094
1347,2.76509
1348,4.43981
1349,3.43214
1350,2.31271
1351,2.47415
1352,2.42337
1353,5.04594
1354,4.8028
1355,3.83975
1356,3.71143
1357,3.78206
1358,4.55083
1359,4.60311
1360,3.87364
1361,1.12775
1362,5.07488
1363,4.12627
1364,4.61744
1365,4.84621
1366,4.99519
1367,4.6351
1368,4.21532
1369,3.84152
1370,3.54985
1371,3.27305
1372,2.75578
1373,3.60573
1374,2.87295
1375,4.23995
1376,2.9953
1377,3.24741
1378,3.36026
1379,3.03186
1380,3.86622
1381,4.05098
1382,3.88751
1383,4.17438
1384,2.34195
1385,3.22716
1386,3.48814
1387,4.03536
1388,3.86172
1389,3.44352
1390,3.59046
1391,2.66999
1392,2.66783
1393,3.68033
1394,3.65213
1395,4.4992
1396,3.50237
1397,2.47333
1398,4.50688
1399,4.49799
1400,4.04692
1401,3.56388
1402,3.34294
1403,4.15356
1404,4.38812
1405,4.3556
1406,3.22258
1407,2.96844
1408,3.23241
1409,3.63289
1410,3.1604
1411,2.30966
1412,3.70323
1413,3.51587
1414,3.0015
1415,3.85148
1416,2.80726
1417,2.52773
1418,3.23056
1419,3.82974
1420,3.48405
1421,3.12488
1422,2.41932
1423,3.81736
1424,3.02237
1425,2.55281
1426,3.22836
1427,3.87891
1428,3.85497
1429,3.75508
1430,3.32747
1431,3.16922
1432,4.00613
1433,3.48256
1434,3.00005
1435,3.41647
1436,3.59661
1437,3.27049
1438,2.83142
1439,3.09893
1440,3.29122
1441,4.74105
1442,3.22932
1443,3.43911
1444,4.18248
1445,3.49654
1446,3.24067
1447,3.60569
1448,3.95134
1449,3.0523
1450,3.35528
1451,3.1328
1452,3.60378
1453,3.68865
1454,3.31824
1455,3.615
1456,3.75492
1457,3.22604
1458,4.11051
1459,4.80145
1460,3.87053
1461,4.40244
1462,3.43186
1463,3.20002
1464,4.02973
1465,3.34469
1466,3.32546
1467,4.22056
1468,3.97882
1469,4.12658
1470,4.71632
1471,3.76144
1472,2.9835
1473,4.03636
1474,3.82195
1475,3.94305
1476,3.92913
1477,3.36487
1478,4.01131
1479,4.16993
1480,2.91998
1481,3.08876
1482,3.3386
1483,3.46985
1484,3.61177
1485,3.47235
1486,2.88326
1487,3.99754
1488,4.57306
1489,3.04587
1490,3.38373
1491,3.58597
1492,2.74704
1493,3.53412
1494,3.75752
1495,4.65498
1496,4.09636
1497,4.70154
1498,4.32051
1499,4.08297
1500,4.49454
1501,4.39122
1502,4.5305
1503,4.8718
1504,3.5449
1505,4.21919
1506,2.89245
1507,3.68252
1508,2.90662
1509,2.89993
1510,3.69882
1511,2.46047
1512,3.89162
1513,3.15527
1514,3.70941
1515,3.5262
1516,3.62221
1517,3.80115
1518,3.6921
1519,3.84121
1520,4.06655
1521,1.89114
1522,3.43612
1523,2.79937
1524,3.87444
1525,3.69124
1526,4.18031
1527,3.9944
1528,3.33162
1529,3.66879
1530,3.92009
1531,1.91312
1532,2.76427
1533,3.84102
1534,3.82816
1535,3.43545
1536,3.28328
1537,2.88507
1538,1.82349
1539,3.63296
1540,3.16332
1541,3.10212
1542,2.38309
1543,3.44081
1544,2.06335
1545,3.36204
1546,3.13358
1547,2.5433
1548,3.97308
1549,3.36165
1550,3.32854
1551,3.60383
1552,4.42232
1553,3.55236
1554,3.24927
1555,3.76705
1556,4.06499
1557,3.40151
1558,3.70537
1559,3.37676
1560,2.41931
1561,3.49065
1562,3.4191
1563,4.29348
1564,4.01141
1565,3.54565
1566,2.87605
1567,2.91771
1568,4.09296
1569,3.15034
1570,3.22367
1571,3.84877
1572,4.36614
1573,4.00563
1574,4.58362
1575,4.08755
1576,4.13557
1577,3.69449
1578,3.98736
1579,2.84651
1580,4.35544
1581,4.19806
1582,4.0914
1583,4.59955
1584,4.37287
1585,4.87605
1586,4.54329
1587,4.08523
1588,4.06193
1589,3.32081
1590,4.04145
1591,3.70444
1592,3.48946
1593,3.62742
1594,3.74871
1595,3.89271
1596,3.97533
1597,3.40887
1598,3.78072
1599,3.57336
1600,3.90699
1601,3.88554
1602,3.81431
1603,4.46475
1604,4.75648
1605,3.17079
1606,3.64402
1607,4.23045
1608,3.00438
1609,4.4593
1610,3.74361
1611,3.87035
1612,3.37487
1613,4.06513
1614,4.66264
1615,4.03172
1616,4.08364
1617,4.27959
1618,4.20612
1619,4.75441
1620,2.9588
1621,3.29687
1622,4.10404
1623,3.45501
1624,3.94882
1625,4.69922
1626,4.66555
1627,4.50925
1628,4.38136
1629,4.75796
1630,4.35126
1631,4.61723
1632,4.90943
1633,4.72749
1634,4.35948
1635,4.77854
1636,3.39577
1637,4.38337
1638,4.93451
1639,4.90009
1640,3.92453
1641,3.96546
1642,2.77852
1643,2.99319
1644,3.86715
1645,3.12209
1646,2.56297
1647,3.78834
1648,3.72217
1649,2.91291
1650,2.80281
1651,1.97282
1652,3.5184
1653,3.64878
1654,2.52732
1655,3.07234
1656,3.39361
1657,3.09656
1658,2.45944
1659,3.85776
1660,3.56289
1661,3.79723
1662,3.47254
1663,2.67374
1664,3.96369
1665,4.00039
1666,3.60665
1667,3.4939
1668,4.16145
1669,3.52638
1670,3.04412
1671,4.59534
1672,3.74101
1673,4.64772
1674,3.47394
1675,3.85595
1676,3.97132
1677,3.49457
1678,3.71618
1679,1.86357
1680,3.95671
1681,2.5926
1682,3.27435
1683,4.56546
1684,2.02763
1685,4.11415
1686,4.09463
1687,3.53439
1688,3.32329
1689,4.22952
1690,4.9612
1691,4.0429
1692,4.72748
1693,3.16187
1694,2.80646
1695,2.76805
1696,2.93173
1697,3.00519
1698,2.02089
1699,2.42159
1700,3.19894
1701,1.81016
1702,2.06764
1703,1.75293
1704,3.09047
1705,2.5457
1706,2.3156
1707,4.59263
1708,4.16193
1709,3.55248
1710,4.28744
1711,2.39383
1712,2.97921
1713,2.08367
1714,3.22385
1715,2.75813
1716,3.71555
1717,2.99361
1718,3.71568
1719,2.10231
1720,3.9685
1721,3.94062
1722,3.06946
1723,2.69346
1724,3.63746
1725,1.51323
1726,2.73441
1727,3.05715
1728,3.92598
1729,3.20712
1730,2.16231
1731,3.52528
1732,2.24162
1733,2.82582
1734,2.85475
1735,3.36109
1736,3.16278
1737,2.99242
1738,2.90528
1739,3.70794
1740,2.61215
1741,2.28806
1742,2.85608
1743,2.11327
1744,2.11892
1745,2.65003
1746,3.23291
1747,2.38728
1748,3.11008
1749,3.51711
1750,2.37454
1751,2.57216
1752,3.45059
1753,3.40742
1754,2.9427
1755,3.24695
1756,3.83489
1757,3.27935
1758,3.77087
1759,3.68752
1760,3.67816
1761,3.21491
1762,4.19177
1763,3.7389
1764,3.42835
1765,3.78027
1766,3.1887
1767,4.16473
1768,2.67616
1769,3.41974
1770,3.03676
1771,3.80435
1772,3.65546
1773,3.81478
1774,4.18416
1775,3.78435
1776,3.61756
1777,4.23908
1778,4.10874
1779,3.71304
1780,4.87735
1781,4.68511
1782,4.72585
1783,4.24377
1784,4.25271
1785,4.61913
1786,5.1596
1787,4.0037
1788,4.13541
1789,4.04492
1790,4.0021
1791,4.42229
1792,4.06308
1793,3.13626
1794,3.11345
1795,4.14342
1796,4.06943
1797,3.9501
1798,4.24638
1799,4.35414
1800,3.30883
1801,3.62381
1802,3.44964
1803,3.46502
1804,4.09356
1805,2.70735
1806,4.10025
1807,4.18632
1808,3.89958
1809,3.29016
1810,4.13863
1811,4.27635
1812,3.70214
1813,3.24184
1814,3.26506
1815,4.02803
1816,2.93734
1817,3.97202
1818,2.86819
1819,2.42595
1820,2.84948
1821,3.53158
1822,2.96515
1823,4.11641
1824,3.24162
1825,3.11768
1826,3.01708
1827,3.72336
1828,4.23727
1829,3.8284
1830,2.91584
1831,3.46621
1832,3.73192
1833,3.57629
1834,2.96128
1835,3.39184
1836,3.20243
1837,2.66307
1838,1.49735
1839,3.2345
1840,3.51636
1841,4.00883
1842,3.91552
1843,4.27801
1844,3.96489
1845,4.27365
1846,3.95549
1847,4.38388
1848,3.22398
1849,3.31501
1850,3.81774
1851,3.86777
1852,4.36269
1853,2.70555
1854,4.1207
1855,3.99479
1856,3.47924
1857,4.11201
1858,3.38751
1859,4.02729
1860,3.49136
1861,4.0231
1862,3.6539
1863,3.71175
1864,4.15941
1865,3.8167
1866,4.28184
1867,4.14988
1868,3.82741
1869,3.39674
1870,3.42847
1871,3.09081
1872,3.85826
1873,4.23056
1874,3.92735
1875,4.11355
